"OBWOD","REJ","POP_REJ","N_ADRESY_R","CLC_area_R","UA_area_R","BDOT_area_R"
"6708601","670860",1049,32,38597.5284374435,23443.1539864708,34182.3654045098
"6708604","670860",1049,32,38597.5284374435,23443.1539864708,34182.3654045098
"6708603","670860",1049,32,38597.5284374435,23443.1539864708,34182.3654045098
"6708605","670860",1049,32,38597.5284374435,23443.1539864708,34182.3654045098
"6708706","670870",836,54,62636.7912436386,43415.422990236,32648.2687450869
"6708705","670870",836,54,62636.7912436386,43415.422990236,32648.2687450869
"6708702","670870",836,54,62636.7912436386,43415.422990236,32648.2687450869
"6708703","670870",836,54,62636.7912436386,43415.422990236,32648.2687450869
"6708704","670870",836,54,62636.7912436386,43415.422990236,32648.2687450869
"6708701","670870",836,54,62636.7912436386,43415.422990236,32648.2687450869
"6708803","670880",783,23,18708.8921875561,17095.2668386674,18581.5791837818
"6708802","670880",783,23,18708.8921875561,17095.2668386674,18581.5791837818
"6708801","670880",783,23,18708.8921875561,17095.2668386674,18581.5791837818
"6708804","670880",783,23,18708.8921875561,17095.2668386674,18581.5791837818
"6708904","670890",889,48,52214.688124971,40340.8830252471,38038.0358238741
"6708903","670890",889,48,52214.688124971,40340.8830252471,38038.0358238741
"6708905","670890",889,48,52214.688124971,40340.8830252471,38038.0358238741
"6708901","670890",889,48,52214.688124971,40340.8830252471,38038.0358238741
"6708902","670890",889,48,52214.688124971,40340.8830252471,38038.0358238741
"6709001","670900",975,34,25500.967812542,21667.1237616201,20923.8444826483
"6709003","670900",975,34,25500.967812542,21667.1237616201,20923.8444826483
"6709002","670900",975,34,25500.967812542,21667.1237616201,20923.8444826483
"6709006","670900",975,34,25500.967812542,21667.1237616201,20923.8444826483
"6709004","670900",975,34,25500.967812542,21667.1237616201,20923.8444826483
"6709005","670900",975,34,25500.967812542,21667.1237616201,20923.8444826483
"6709104","670910",948,33,35795.5653124633,32013.7910065842,33883.7918787043
"6709102","670910",948,33,35795.5653124633,32013.7910065842,33883.7918787043
"6709101","670910",948,33,35795.5653124633,32013.7910065842,33883.7918787043
"6709105","670910",948,33,35795.5653124633,32013.7910065842,33883.7918787043
"6709103","670910",948,33,35795.5653124633,32013.7910065842,33883.7918787043
"6709201","670920",962,32,28910.822187476,26223.8463390357,25190.1401263967
"6709203","670920",962,32,28910.822187476,26223.8463390357,25190.1401263967
"6709206","670920",962,32,28910.822187476,26223.8463390357,25190.1401263967
"6709205","670920",962,32,28910.822187476,26223.8463390357,25190.1401263967
"6709202","670920",962,32,28910.822187476,26223.8463390357,25190.1401263967
"6709204","670920",962,32,28910.822187476,26223.8463390357,25190.1401263967
"6709301","670930",759,38,33026.8796874713,23641.1011949413,24020.7309205863
"6709302","670930",759,38,33026.8796874713,23641.1011949413,24020.7309205863
"6709305","670930",759,38,33026.8796874713,23641.1011949413,24020.7309205863
"6709304","670930",759,38,33026.8796874713,23641.1011949413,24020.7309205863
"6709303","670930",759,38,33026.8796874713,23641.1011949413,24020.7309205863
"6709506","670950",1649,50,44095.8478124593,32685.0741647297,33318.6259910353
"6709503","670950",1649,50,44095.8478124593,32685.0741647297,33318.6259910353
"6709502","670950",1649,50,44095.8478124593,32685.0741647297,33318.6259910353
"6709504","670950",1649,50,44095.8478124593,32685.0741647297,33318.6259910353
"6709505","670950",1649,50,44095.8478124593,32685.0741647297,33318.6259910353
"6709501","670950",1649,50,44095.8478124593,32685.0741647297,33318.6259910353
"6709507","670950",1649,50,44095.8478124593,32685.0741647297,33318.6259910353
"6709606","670960",1369,42,53621.0484375093,40683.5624201165,37477.3445358263
"6709601","670960",1369,42,53621.0484375093,40683.5624201165,37477.3445358263
"6709604","670960",1369,42,53621.0484375093,40683.5624201165,37477.3445358263
"6709603","670960",1369,42,53621.0484375093,40683.5624201165,37477.3445358263
"6709605","670960",1369,42,53621.0484375093,40683.5624201165,37477.3445358263
"6709602","670960",1369,42,53621.0484375093,40683.5624201165,37477.3445358263
"6709703","670970",804,46,58402.575937666,41543.1217228319,37892.4116480433
"6709704","670970",804,46,58402.575937666,41543.1217228319,37892.4116480433
"6709705","670970",804,46,58402.575937666,41543.1217228319,37892.4116480433
"6709701","670970",804,46,58402.575937666,41543.1217228319,37892.4116480433
"6709702","670970",804,46,58402.575937666,41543.1217228319,37892.4116480433
"6709802","670980",841,27,24196.3643748518,21090.2735209274,21872.2587895605
"6709804","670980",841,27,24196.3643748518,21090.2735209274,21872.2587895605
"6709805","670980",841,27,24196.3643748518,21090.2735209274,21872.2587895605
"6709803","670980",841,27,24196.3643748518,21090.2735209274,21872.2587895605
"6709801","670980",841,27,24196.3643748518,21090.2735209274,21872.2587895605
"6709907","670990",1699,74,85371.6321875257,59872.9219279447,56918.2379707396
"6709902","670990",1699,74,85371.6321875257,59872.9219279447,56918.2379707396
"6709905","670990",1699,74,85371.6321875257,59872.9219279447,56918.2379707396
"6709903","670990",1699,74,85371.6321875257,59872.9219279447,56918.2379707396
"6709906","670990",1699,74,85371.6321875257,59872.9219279447,56918.2379707396
"6709904","670990",1699,74,85371.6321875257,59872.9219279447,56918.2379707396
"6709901","670990",1699,74,85371.6321875257,59872.9219279447,56918.2379707396
"6710107","671010",934,46,41165.906562624,28640.7494594093,23117.1388917964
"6710103","671010",934,46,41165.906562624,28640.7494594093,23117.1388917964
"6710105","671010",934,46,41165.906562624,28640.7494594093,23117.1388917964
"6710101","671010",934,46,41165.906562624,28640.7494594093,23117.1388917964
"6710104","671010",934,46,41165.906562624,28640.7494594093,23117.1388917964
"6710106","671010",934,46,41165.906562624,28640.7494594093,23117.1388917964
"6710102","671010",934,46,41165.906562624,28640.7494594093,23117.1388917964
"6710202","671020",1101,47,37166.3293750321,33705.4289672731,26018.2510588729
"6710205","671020",1101,47,37166.3293750321,33705.4289672731,26018.2510588729
"6710201","671020",1101,47,37166.3293750321,33705.4289672731,26018.2510588729
"6710203","671020",1101,47,37166.3293750321,33705.4289672731,26018.2510588729
"6710204","671020",1101,47,37166.3293750321,33705.4289672731,26018.2510588729
"6710301","671030",552,23,29833.9137498885,15393.3600112597,19637.3442781279
"6710302","671030",552,23,29833.9137498885,15393.3600112597,19637.3442781279
"6710406","671040",1813,52,44289.0990625069,39357.4159089586,41073.25582806
"6710408","671040",1813,52,44289.0990625069,39357.4159089586,41073.25582806
"6710401","671040",1813,52,44289.0990625069,39357.4159089586,41073.25582806
"6710402","671040",1813,52,44289.0990625069,39357.4159089586,41073.25582806
"6710407","671040",1813,52,44289.0990625069,39357.4159089586,41073.25582806
"6710405","671040",1813,52,44289.0990625069,39357.4159089586,41073.25582806
"6710404","671040",1813,52,44289.0990625069,39357.4159089586,41073.25582806
"6710403","671040",1813,52,44289.0990625069,39357.4159089586,41073.25582806
"6710604","671060",1514,159,142896.814547916,112812.112596419,108886.013729554
"6710607","671060",1514,159,142896.814547916,112812.112596419,108886.013729554
"6710605","671060",1514,159,142896.814547916,112812.112596419,108886.013729554
"6710602","671060",1514,159,142896.814547916,112812.112596419,108886.013729554
"6710606","671060",1514,159,142896.814547916,112812.112596419,108886.013729554
"6710601","671060",1514,159,142896.814547916,112812.112596419,108886.013729554
"6710603","671060",1514,159,142896.814547916,112812.112596419,108886.013729554
"6710901","671090",1234,65,61345.1718747094,45553.8380926428,41377.7081214937
"6710903","671090",1234,65,61345.1718747094,45553.8380926428,41377.7081214937
"6710904","671090",1234,65,61345.1718747094,45553.8380926428,41377.7081214937
"6710902","671090",1234,65,61345.1718747094,45553.8380926428,41377.7081214937
"6710905","671090",1234,65,61345.1718747094,45553.8380926428,41377.7081214937
"6711003","671100",1049,49,45660.58156271,40215.822740091,39400.2169218667
"6711002","671100",1049,49,45660.58156271,40215.822740091,39400.2169218667
"6711004","671100",1049,49,45660.58156271,40215.822740091,39400.2169218667
"6711001","671100",1049,49,45660.58156271,40215.822740091,39400.2169218667
"6711102","671110",1032,44,74465.6882606053,67714.5418342359,40496.1803098494
"6711101","671110",1032,44,74465.6882606053,67714.5418342359,40496.1803098494
"6711103","671110",1032,44,74465.6882606053,67714.5418342359,40496.1803098494
"6711105","671110",1032,44,74465.6882606053,67714.5418342359,40496.1803098494
"6711104","671110",1032,44,74465.6882606053,67714.5418342359,40496.1803098494
"6711205","671120",1156,51,158418.544687503,21474.9781477296,27596.4004259917
"6711204","671120",1156,51,158418.544687503,21474.9781477296,27596.4004259917
"6711203","671120",1156,51,158418.544687503,21474.9781477296,27596.4004259917
"6711201","671120",1156,51,158418.544687503,21474.9781477296,27596.4004259917
"6711202","671120",1156,51,158418.544687503,21474.9781477296,27596.4004259917
"6711206","671120",1156,51,158418.544687503,21474.9781477296,27596.4004259917
"6711207","671120",1156,51,158418.544687503,21474.9781477296,27596.4004259917
"6711305","671130",1206,43,54391.9249341795,47925.2066476084,40708.8054528803
"6711303","671130",1206,43,54391.9249341795,47925.2066476084,40708.8054528803
"6711302","671130",1206,43,54391.9249341795,47925.2066476084,40708.8054528803
"6711304","671130",1206,43,54391.9249341795,47925.2066476084,40708.8054528803
"6711301","671130",1206,43,54391.9249341795,47925.2066476084,40708.8054528803
"6711405","671140",724,83,118570.07749998,72009.1463438232,60511.7081241735
"6711401","671140",724,83,118570.07749998,72009.1463438232,60511.7081241735
"6711403","671140",724,83,118570.07749998,72009.1463438232,60511.7081241735
"6711404","671140",724,83,118570.07749998,72009.1463438232,60511.7081241735
"6711402","671140",724,83,118570.07749998,72009.1463438232,60511.7081241735
"6711503","671150",1082,35,82728.3262499087,40465.1126999536,31631.3089612036
"6711501","671150",1082,35,82728.3262499087,40465.1126999536,31631.3089612036
"6711505","671150",1082,35,82728.3262499087,40465.1126999536,31631.3089612036
"6711502","671150",1082,35,82728.3262499087,40465.1126999536,31631.3089612036
"6711504","671150",1082,35,82728.3262499087,40465.1126999536,31631.3089612036
"6711601","671160",1098,28,147585.124374947,29995.6446535583,31559.7640727165
"6711602","671160",1098,28,147585.124374947,29995.6446535583,31559.7640727165
"6711604","671160",1098,28,147585.124374947,29995.6446535583,31559.7640727165
"6711603","671160",1098,28,147585.124374947,29995.6446535583,31559.7640727165
"6711605","671160",1098,28,147585.124374947,29995.6446535583,31559.7640727165
"6711703","671170",1242,30,48791.4735510102,39210.9956413149,35463.7570048446
"6711701","671170",1242,30,48791.4735510102,39210.9956413149,35463.7570048446
"6711702","671170",1242,30,48791.4735510102,39210.9956413149,35463.7570048446
"6711707","671170",1242,30,48791.4735510102,39210.9956413149,35463.7570048446
"6711706","671170",1242,30,48791.4735510102,39210.9956413149,35463.7570048446
"6711704","671170",1242,30,48791.4735510102,39210.9956413149,35463.7570048446
"6711705","671170",1242,30,48791.4735510102,39210.9956413149,35463.7570048446
"6711802","671180",732,10,27765.1784375358,24688.7853555475,19192.1633199874
"6711806","671180",732,10,27765.1784375358,24688.7853555475,19192.1633199874
"6711805","671180",732,10,27765.1784375358,24688.7853555475,19192.1633199874
"6711803","671180",732,10,27765.1784375358,24688.7853555475,19192.1633199874
"6711804","671180",732,10,27765.1784375358,24688.7853555475,19192.1633199874
"6711801","671180",732,10,27765.1784375358,24688.7853555475,19192.1633199874
"6711903","671190",877,29,21783.0268750612,18775.1306844762,19902.1231705522
"6711902","671190",877,29,21783.0268750612,18775.1306844762,19902.1231705522
"6711904","671190",877,29,21783.0268750612,18775.1306844762,19902.1231705522
"6711901","671190",877,29,21783.0268750612,18775.1306844762,19902.1231705522
"6711905","671190",877,29,21783.0268750612,18775.1306844762,19902.1231705522
"6712006","671200",1349,89,72104.5253126426,60263.7752709159,54301.0965775296
"6712007","671200",1349,89,72104.5253126426,60263.7752709159,54301.0965775296
"6712002","671200",1349,89,72104.5253126426,60263.7752709159,54301.0965775296
"6712001","671200",1349,89,72104.5253126426,60263.7752709159,54301.0965775296
"6712005","671200",1349,89,72104.5253126426,60263.7752709159,54301.0965775296
"6712004","671200",1349,89,72104.5253126426,60263.7752709159,54301.0965775296
"6712003","671200",1349,89,72104.5253126426,60263.7752709159,54301.0965775296
"6712113","671211",1352,154,293165.664133164,127115.763969853,128663.889458366
"6712115","671211",1352,154,293165.664133164,127115.763969853,128663.889458366
"6712112","671211",1352,154,293165.664133164,127115.763969853,128663.889458366
"6712114","671211",1352,154,293165.664133164,127115.763969853,128663.889458366
"6712116","671211",1352,154,293165.664133164,127115.763969853,128663.889458366
"6712111","671211",1352,154,293165.664133164,127115.763969853,128663.889458366
"6712124","671212",596,86,93365.1915623266,68352.3879308929,56819.7533665802
"6712122","671212",596,86,93365.1915623266,68352.3879308929,56819.7533665802
"6712121","671212",596,86,93365.1915623266,68352.3879308929,56819.7533665802
"6712123","671212",596,86,93365.1915623266,68352.3879308929,56819.7533665802
"6712205","671220",642,103,137485.074801954,86966.8593694238,57688.377166497
"6712204","671220",642,103,137485.074801954,86966.8593694238,57688.377166497
"6712201","671220",642,103,137485.074801954,86966.8593694238,57688.377166497
"6712203","671220",642,103,137485.074801954,86966.8593694238,57688.377166497
"6712202","671220",642,103,137485.074801954,86966.8593694238,57688.377166497
"6712304","671230",787,169,200604.904375008,88489.6995923112,90016.6955435707
"6712305","671230",787,169,200604.904375008,88489.6995923112,90016.6955435707
"6712302","671230",787,169,200604.904375008,88489.6995923112,90016.6955435707
"6712301","671230",787,169,200604.904375008,88489.6995923112,90016.6955435707
"6712303","671230",787,169,200604.904375008,88489.6995923112,90016.6955435707
"6712403","671240",1020,98,126749.070000357,80936.8941387204,63981.659613966
"6712407","671240",1020,98,126749.070000357,80936.8941387204,63981.659613966
"6712406","671240",1020,98,126749.070000357,80936.8941387204,63981.659613966
"6712404","671240",1020,98,126749.070000357,80936.8941387204,63981.659613966
"6712405","671240",1020,98,126749.070000357,80936.8941387204,63981.659613966
"6712401","671240",1020,98,126749.070000357,80936.8941387204,63981.659613966
